filename,start_time,end_time,chord
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",41.641,42.061,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",42.524,43.432,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",44.103,44.656,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",44.746,45.057,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",45.294,45.871,A# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",45.871,46.469,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",48.029,48.344,F Dominant 7th
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",48.344,49.117,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",49.206,49.706,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",49.746,50.136,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",50.151,50.458,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",50.827,51.193,A# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",51.193,51.559,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",51.849,52.173,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",52.408,52.983,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",53.805,54.224,D Minor
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",55.066,55.408,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",56.617,57.022,D Minor
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",57.908,58.274,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",59.809,60.116,D Minor
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",64.261,64.621,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",64.952,65.38,A# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",65.665,65.992,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",67.066,67.377,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",68.491,68.812,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",71.279,71.594,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",72.695,73.09,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",73.298,73.735,F Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",74.143,74.496,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",76.248,76.937,A# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",76.937,77.27,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",77.678,78.41,A# Dominant 7th
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",79.774,80.082,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",81.858,82.294,G Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",84.68,84.992,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",85.391,85.763,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",86.801,87.154,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",87.75,88.411,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",88.492,88.9,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",89.244,89.672,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",90.47,90.9,A# Dominant 7th
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",90.9,91.263,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",92.472,92.858,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",93.193,93.632,F Dominant 7th
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",93.632,94.288,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",94.939,95.316,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",96.255,96.593,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",98.115,98.494,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",98.827,99.729,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",102.172,102.61,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",103.213,103.801,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",104.498,105.101,D Minor
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",108.715,109.064,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",110.274,110.682,D Minor
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",115.08,115.452,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",115.786,117.018,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",117.318,117.634,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",118.444,119.691,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",121.737,122.584,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",122.862,123.25,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",123.591,123.933,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",124.277,125.391,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",125.694,126.064,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",127.051,127.49,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",127.535,129.672,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",129.843,131.009,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",131.319,131.691,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",132.029,132.459,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",132.727,133.286,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",133.702,134.101,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",141.367,141.79,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",141.909,142.275,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",144.746,145.106,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",146.808,147.126,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",148.027,148.376,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",153.183,153.593,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",154.597,154.955,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",155.999,156.387,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",156.705,157.148,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",157.183,157.876,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",158.139,158.566,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",158.849,159.308,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",159.569,159.937,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",160.961,161.624,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",162.457,162.968,A# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",163.884,164.231,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",169.453,169.81,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",170.176,170.512,F Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",170.882,171.196,A# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",172.259,172.599,A# Dominant 7th
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",172.972,173.295,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",173.683,173.999,A# Dominant 7th
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",175.077,175.382,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",175.768,176.128,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",177.661,178.003,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",179.841,180.176,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",181.411,182.014,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",182.117,182.485,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",182.586,182.961,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",184.021,184.65,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",184.968,185.371,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",185.43,186.027,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",186.549,186.97,A# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",194.134,194.507,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",195.051,195.424,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",195.554,195.891,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",197.731,198.067,A# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",198.067,198.799,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",201.214,201.604,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",202.222,202.727,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",203.551,204.356,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",205.431,205.775,A# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",206.124,207.016,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",207.861,208.363,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",209.065,209.395,A# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",209.395,209.891,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",211.795,212.293,D Minor
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",213.424,213.906,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",213.913,214.279,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",214.602,214.97,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",216.007,216.382,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",217.624,217.94,D Minor
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",222.913,223.371,F Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",223.371,224.246,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",224.793,225.19,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",225.961,226.328,A# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",228.44,229.779,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",230.865,231.271,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",232.029,232.729,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",232.962,233.336,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",234.117,235.411,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",235.768,236.069,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",236.102,236.657,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",237.258,237.6,A# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",237.6,237.939,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",240.413,241.087,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",241.551,241.871,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",242.806,243.755,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",244.26,244.624,A# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",245.825,246.749,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",247.076,247.433,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",247.472,247.92,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",248.604,248.926,A# Dominant 7th
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",248.926,249.606,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",250.606,251.007,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",251.054,252.212,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",252.72,253.124,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",253.242,253.755,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",254.117,254.837,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",256.238,256.6,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",256.957,257.359,F Dominant 7th
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",257.668,258.26,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",258.385,258.725,F Diminished
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",259.769,260.185,A# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",260.477,260.9,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",261.256,261.574,A# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",261.904,262.337,D# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",262.598,262.995,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",263.324,263.69,D# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",264.128,264.462,G# Major
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",264.731,265.071,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",268.924,269.264,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",270.328,270.692,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",271.795,272.207,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",272.782,273.22,Unknown
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",273.29,273.727,Unknown
Henry_Butler/Basin_Street_Blues.mid,4.088,4.436,Unknown
Henry_Butler/Basin_Street_Blues.mid,4.872,5.233,Unknown
Henry_Butler/Basin_Street_Blues.mid,5.507,5.848,Unknown
Henry_Butler/Basin_Street_Blues.mid,6.122,6.473,Unknown
Henry_Butler/Basin_Street_Blues.mid,6.54,7.251,Unknown
Henry_Butler/Basin_Street_Blues.mid,7.969,8.272,Unknown
Henry_Butler/Basin_Street_Blues.mid,8.549,8.893,Unknown
Henry_Butler/Basin_Street_Blues.mid,8.989,9.729,Unknown
Henry_Butler/Basin_Street_Blues.mid,9.815,10.153,Unknown
Henry_Butler/Basin_Street_Blues.mid,11.011,11.362,Unknown
Henry_Butler/Basin_Street_Blues.mid,11.438,12.178,Unknown
Henry_Butler/Basin_Street_Blues.mid,12.245,12.962,Unknown
Henry_Butler/Basin_Street_Blues.mid,13.457,13.826,Unknown
Henry_Butler/Basin_Street_Blues.mid,14.694,15.009,A# Major
Henry_Butler/Basin_Street_Blues.mid,15.316,15.628,A# Major
Henry_Butler/Basin_Street_Blues.mid,16.228,16.543,Unknown
Henry_Butler/Basin_Street_Blues.mid,16.543,16.853,A# Dominant 7th
Henry_Butler/Basin_Street_Blues.mid,17.146,17.487,D# Major
Henry_Butler/Basin_Street_Blues.mid,17.749,18.141,D# Major
Henry_Butler/Basin_Street_Blues.mid,18.141,19.231,Unknown
Henry_Butler/Basin_Street_Blues.mid,19.585,19.92,Unknown
Henry_Butler/Basin_Street_Blues.mid,20.191,20.561,Unknown
Henry_Butler/Basin_Street_Blues.mid,21.416,21.789,Unknown
Henry_Butler/Basin_Street_Blues.mid,22.028,22.35,Unknown
Henry_Butler/Basin_Street_Blues.mid,24.451,24.786,Unknown
Henry_Butler/Basin_Street_Blues.mid,25.073,25.433,Unknown
Henry_Butler/Basin_Street_Blues.mid,25.698,26.027,Unknown
Henry_Butler/Basin_Street_Blues.mid,26.106,26.897,Unknown
Henry_Butler/Basin_Street_Blues.mid,28.565,28.932,Unknown
Henry_Butler/Basin_Street_Blues.mid,29.368,30.111,Unknown
Henry_Butler/Basin_Street_Blues.mid,30.599,30.991,Unknown
Henry_Butler/Basin_Street_Blues.mid,31.801,32.583,Unknown
Henry_Butler/Basin_Street_Blues.mid,33.055,33.412,Unknown
Henry_Butler/Basin_Street_Blues.mid,35.724,36.141,Unknown
Henry_Butler/Basin_Street_Blues.mid,36.731,37.079,D# Major
Henry_Butler/Basin_Street_Blues.mid,37.356,37.758,D# Major
Henry_Butler/Basin_Street_Blues.mid,37.959,38.294,C Dominant 7th
Henry_Butler/Basin_Street_Blues.mid,38.998,39.423,Unknown
Henry_Butler/Basin_Street_Blues.mid,39.812,40.172,Unknown
Henry_Butler/Basin_Street_Blues.mid,40.437,40.739,Unknown
Henry_Butler/Basin_Street_Blues.mid,41.033,41.364,Unknown
Henry_Butler/Basin_Street_Blues.mid,41.629,41.932,Unknown
Henry_Butler/Basin_Street_Blues.mid,45.325,45.628,A# Major
Henry_Butler/Basin_Street_Blues.mid,45.628,45.934,Unknown
Henry_Butler/Basin_Street_Blues.mid,45.934,46.438,Unknown
Henry_Butler/Basin_Street_Blues.mid,46.584,46.903,Unknown
Henry_Butler/Basin_Street_Blues.mid,47.142,47.745,Unknown
Henry_Butler/Basin_Street_Blues.mid,47.764,48.131,D Dominant 7th
Henry_Butler/Basin_Street_Blues.mid,49.005,49.349,G Dominant 7th
Henry_Butler/Basin_Street_Blues.mid,50.0,51.148,Unknown
Henry_Butler/Basin_Street_Blues.mid,51.361,51.795,Unknown
Henry_Butler/Basin_Street_Blues.mid,52.63,52.991,Unknown
Henry_Butler/Basin_Street_Blues.mid,53.871,54.25,Unknown
Henry_Butler/Basin_Street_Blues.mid,54.486,54.815,Unknown
Henry_Butler/Basin_Street_Blues.mid,55.105,55.583,Unknown
Henry_Butler/Basin_Street_Blues.mid,55.727,56.103,Unknown
Henry_Butler/Basin_Street_Blues.mid,56.32,56.709,Unknown
Henry_Butler/Basin_Street_Blues.mid,56.926,57.48,Unknown
Henry_Butler/Basin_Street_Blues.mid,57.745,58.501,Unknown
Henry_Butler/Basin_Street_Blues.mid,58.724,59.107,Unknown
Henry_Butler/Basin_Street_Blues.mid,59.387,59.751,Unknown
Henry_Butler/Basin_Street_Blues.mid,60.392,60.822,C# Diminished
Henry_Butler/Basin_Street_Blues.mid,60.822,61.16,Unknown
Henry_Butler/Basin_Street_Blues.mid,61.198,61.53,Unknown
Henry_Butler/Basin_Street_Blues.mid,61.801,62.429,Unknown
Henry_Butler/Basin_Street_Blues.mid,62.429,62.771,Unknown
Henry_Butler/Basin_Street_Blues.mid,64.142,64.595,Unknown
Henry_Butler/Basin_Street_Blues.mid,64.872,65.809,Unknown
Henry_Butler/Basin_Street_Blues.mid,65.892,66.903,Unknown
Henry_Butler/Basin_Street_Blues.mid,67.33,68.523,Unknown
Henry_Butler/Basin_Street_Blues.mid,68.587,68.893,G Dominant 7th
Henry_Butler/Basin_Street_Blues.mid,69.183,69.515,Unknown
Henry_Butler/Basin_Street_Blues.mid,69.594,70.784,Unknown
Henry_Butler/Basin_Street_Blues.mid,70.79,71.32,Unknown
Henry_Butler/Basin_Street_Blues.mid,71.638,72.155,Unknown
Henry_Butler/Basin_Street_Blues.mid,72.225,73.459,Unknown
Henry_Butler/Basin_Street_Blues.mid,73.469,73.851,Unknown
Henry_Butler/Basin_Street_Blues.mid,74.078,74.448,Unknown
Henry_Butler/Basin_Street_Blues.mid,74.684,75.296,Unknown
Henry_Butler/Basin_Street_Blues.mid,75.306,75.666,Unknown
Henry_Butler/Basin_Street_Blues.mid,75.733,76.071,Unknown
Henry_Butler/Basin_Street_Blues.mid,76.52,76.858,Unknown
Henry_Butler/Basin_Street_Blues.mid,77.362,77.716,Unknown
Henry_Butler/Basin_Street_Blues.mid,77.742,78.124,Unknown
Henry_Butler/Basin_Street_Blues.mid,78.159,78.679,Unknown
Henry_Butler/Basin_Street_Blues.mid,78.973,79.518,Unknown
Henry_Butler/Basin_Street_Blues.mid,80.462,80.793,Unknown
Henry_Butler/Basin_Street_Blues.mid,80.816,81.339,Unknown
Henry_Butler/Basin_Street_Blues.mid,81.431,81.989,Unknown
Henry_Butler/Basin_Street_Blues.mid,83.293,83.67,Unknown
Henry_Butler/Basin_Street_Blues.mid,83.724,84.084,Unknown
Henry_Butler/Basin_Street_Blues.mid,84.263,85.411,Unknown
Henry_Butler/Basin_Street_Blues.mid,86.237,86.881,Unknown
Henry_Butler/Basin_Street_Blues.mid,86.995,87.525,Unknown
Henry_Butler/Basin_Street_Blues.mid,87.528,88.137,Unknown
Henry_Butler/Basin_Street_Blues.mid,88.166,88.737,Unknown
Henry_Butler/Basin_Street_Blues.mid,88.781,89.106,Unknown
Henry_Butler/Basin_Street_Blues.mid,89.406,89.719,Unknown
Henry_Butler/Basin_Street_Blues.mid,90.391,90.899,Unknown
Henry_Butler/Basin_Street_Blues.mid,91.268,93.395,Unknown
Henry_Butler/Basin_Street_Blues.mid,94.464,95.254,Unknown
Henry_Butler/Basin_Street_Blues.mid,95.503,96.093,Unknown
Henry_Butler/Basin_Street_Blues.mid,96.109,97.314,Unknown
Henry_Butler/Basin_Street_Blues.mid,97.321,97.911,Unknown
Henry_Butler/Basin_Street_Blues.mid,97.942,98.373,Unknown
Henry_Butler/Basin_Street_Blues.mid,99.317,100.363,Unknown
Henry_Butler/Basin_Street_Blues.mid,100.426,100.988,Unknown
Henry_Butler/Basin_Street_Blues.mid,101.189,101.613,Unknown
Henry_Butler/Basin_Street_Blues.mid,101.957,102.732,Unknown
Henry_Butler/Basin_Street_Blues.mid,103.414,103.807,Unknown
Henry_Butler/Basin_Street_Blues.mid,104.081,105.27,Unknown
Henry_Butler/Basin_Street_Blues.mid,105.308,106.38,Unknown
Henry_Butler/Basin_Street_Blues.mid,106.523,107.053,F# Diminished
Henry_Butler/Basin_Street_Blues.mid,107.228,107.572,Unknown
Henry_Butler/Basin_Street_Blues.mid,107.678,108.264,Unknown
Henry_Butler/Basin_Street_Blues.mid,108.363,108.775,Unknown
Henry_Butler/Basin_Street_Blues.mid,109.578,110.139,Unknown
Henry_Butler/Basin_Street_Blues.mid,110.997,111.386,Unknown
Henry_Butler/Basin_Street_Blues.mid,112.435,113.207,Unknown
Henry_Butler/Basin_Street_Blues.mid,113.261,113.586,Unknown
Henry_Butler/Basin_Street_Blues.mid,114.594,115.028,Unknown
Henry_Butler/Basin_Street_Blues.mid,115.085,116.287,Unknown
Henry_Butler/Basin_Street_Blues.mid,116.453,116.89,Unknown
Henry_Butler/Basin_Street_Blues.mid,116.944,117.289,Unknown
Henry_Butler/Basin_Street_Blues.mid,117.569,118.169,Unknown
Henry_Butler/Basin_Street_Blues.mid,118.169,118.58,A# Major
Henry_Butler/Basin_Street_Blues.mid,118.787,119.361,Unknown
Henry_Butler/Basin_Street_Blues.mid,119.403,119.98,Unknown
Henry_Butler/Basin_Street_Blues.mid,119.996,122.142,Unknown
Henry_Butler/Basin_Street_Blues.mid,122.222,124.285,Unknown
Henry_Butler/Basin_Street_Blues.mid,124.288,124.779,Unknown
Henry_Butler/Basin_Street_Blues.mid,124.875,125.895,Unknown
